1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 0.000000, 2.000000, 625683.000000, 356236.000000, 677071.000000, 10879.000000, 9920.000000, 1.051000, 1.082131, 24.085108, 0.666032, 0.700000, 6.000000, 30243.000000, 20227.000000, 45002.000000, 109.000000, 147.000000, 0.864000, 1.488014, 13.349951, 0.437499, 0.378000, 8.000000, 15481.000000, 10851.000000, 23368.000000, 2733.000000, 3763.000000, 0.142000, 1.509463, 16.869061, 3.978845, 0.565000, 2.000000, 3007.000000, 3379.000000, 4776.000000, 1464.000000, 59127.000000, 20783.000000, 0.241221, 0.234793, 0.376909, -0.015081, -0.024840, -0.156198, 6.000000, 264.000000, 481.000000, 596.000000, 198.000000, 6743.000000, 2121.000000, 0.162996, 0.129634, 2.423741, -0.043743, -0.130964, 0.130931, 0.277452, -4.220348, 4.656038, 6.075023, 1.041109, 0.000000, 4.000000, -1.000000, 0.000000, 0.000000, 2.000000
1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 0.000000, 2.000000, 625683.000000, 356236.000000, 677071.000000, 10879.000000, 9920.000000, 1.051000, 1.082131, 24.085108, 0.666032, 0.700000, 6.000000, 30243.000000, 20227.000000, 45002.000000, 109.000000, 147.000000, 0.864000, 1.488014, 13.349951, 0.437499, 0.378000, 8.000000, 15481.000000, 10851.000000, 23368.000000, 2733.000000, 3763.000000, 0.142000, 1.509463, 16.869061, 3.978845, 0.565000, 2.000000, 3007.000000, 3379.000000, 4776.000000, 1464.000000, 59127.000000, 20783.000000, 0.241221, 0.234793, 0.376909, -0.015081, -0.024840, -0.156198, 6.000000, 264.000000, 481.000000, 596.000000, 198.000000, 6743.000000, 2121.000000, 0.162996, 0.129634, 2.423741, -0.043743, -0.130964, 0.130931, 0.277452, -4.220348, 4.656038, 6.075023, 1.041109, 0.000000, 4.000000, -1.000000, 1.000000, 0.000000, 2.000000
0, 5100.000000, 3400.000000, 5100.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 200.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 9564185.000000, 5260332.000000, 9232457.000000, 5167.000000, 2984.000000, 0.629000, 0.965316, 6.705265, 1.691571, 1.064000, 6.000000, 1007.000000, 444.000000, 727.000000, 0.000000, 0.000000, 0.000000, 0.721946, 9.459877, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 107214.000000, 146107.000000, 152959.000000, 34996.000000, 49199.000000, 20065.000000, 0.061307, 0.048950, 0.007686, -0.171630, -0.310715, -0.664073, -0.028383, -7.258658, -0.461420, 23.294118, 4.428187, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 3.000000
0, 5100.000000, 3400.000000, 5100.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 200.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 9564185.000000, 5260332.000000, 9232457.000000, 5167.000000, 2984.000000, 0.629000, 0.965316, 6.705265, 1.691571, 1.064000, 6.000000, 1007.000000, 444.000000, 727.000000, 0.000000, 0.000000, 0.000000, 0.721946, 9.459877, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 107214.000000, 146107.000000, 152959.000000, 34996.000000, 49199.000000, 20065.000000, 0.061307, 0.048950, 0.007686, -0.171630, -0.310715, -0.664073, -0.028383, -7.258658, -0.461420, 23.294118, 4.428187, 0.000000, 3.000000, 0.000000, 1.000000, 0.000000, 3.000000
1, 10200.000000, 4080.000000, 5100.000000, 5100.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 2.000000, 0.000000, 200.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 17599.000000, 8387.000000, 0.849000, 0.000000, 5734256.000000, 1.295640, 1.100000, 6.000000, 11445867.000000, 6568114.000000, 11135431.000000, 142.000000, 96.000000, 0.562000, 0.972878, 0.001121, 1.193948, 0.671000, 8.000000, 10799928.000000, 6207800.000000, 10536529.000000, 347.000000, 253.000000, 0.585000, 0.975611, 0.295356, 2.147005, 1.256000, 1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, 0.000000, 0.000000, 0.000000, 8.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -0.000000, -0.000000, -0.000000, -0.254773, -0.505263, -0.476188, -0.025493, -2.438672, -0.164087, 561.229203, 1.438115, 0.000000, 4.000000, 2.000000, 0.000000, 0.000000, 6.000000
1, 10200.000000, 4080.000000, 5100.000000, 5100.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 2.000000, 0.000000, 200.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 17599.000000, 8387.000000, 0.849000, 0.000000, 5734256.000000, 1.295640, 1.100000, 6.000000, 11445867.000000, 6568114.000000, 11135431.000000, 142.000000, 96.000000, 0.562000, 0.972878, 0.001121, 1.193948, 0.671000, 8.000000, 10799928.000000, 6207800.000000, 10536529.000000, 347.000000, 253.000000, 0.585000, 0.975611, 0.295356, 2.147005, 1.256000, 1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, 0.000000, 0.000000, 0.000000, 8.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -1.000000, -0.000000, -0.000000, -0.000000, -0.254773, -0.505263, -0.476188, -0.025493, -2.438672, -0.164087, 561.229203, 1.438115, 0.000000, 4.000000, 2.000000, 1.000000, 0.000000, 6.000000
1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 1.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 13205.000000, 8406.000000, 16018.000000, 85.000000, 131.000000, 0.061000, 1.213025, 242.568798, 5.491713, 0.335000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 20.000000, 33.000000, 54.000000, 11.000000, 518.000000, 138.000000, 0.103448, 0.176259, 513.000000, -0.009313, -0.016809, 0.038919, 0.465781, -7.046260, 9.799458, 446.447552, 1.059191, 0.000000, 3.000000, 0.000000, 1.000000, 0.000000, 2.000000
1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 0.000000, 2.000000, 625683.000000, 356236.000000, 677071.000000, 10879.000000, 9920.000000, 1.051000, 1.082131, 24.085108, 0.666032, 0.700000, 6.000000, 30243.000000, 20227.000000, 45002.000000, 109.000000, 147.000000, 0.864000, 1.488014, 13.349951, 0.437499, 0.378000, 8.000000, 15481.000000, 10851.000000, 23368.000000, 2733.000000, 3763.000000, 0.142000, 1.509463, 16.869061, 3.978845, 0.565000, 2.000000, 3007.000000, 3379.000000, 4776.000000, 1464.000000, 59127.000000, 20783.000000, 0.241221, 0.234793, 0.376909, -0.015081, -0.024840, -0.156198, 6.000000, 264.000000, 481.000000, 596.000000, 198.000000, 6743.000000, 2121.000000, 0.162996, 0.129634, 2.423741, -0.043743, -0.130964, 0.130931, 0.277452, -4.220348, 4.656038, 6.075023, 1.041109, 0.000000, 4.000000, -1.000000, 2.000000, 0.000000, 2.000000
1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 0.000000, 2.000000, 625683.000000, 356236.000000, 677071.000000, 10879.000000, 9920.000000, 1.051000, 1.082131, 24.085108, 0.666032, 0.700000, 6.000000, 30243.000000, 20227.000000, 45002.000000, 109.000000, 147.000000, 0.864000, 1.488014, 13.349951, 0.437499, 0.378000, 8.000000, 15481.000000, 10851.000000, 23368.000000, 2733.000000, 3763.000000, 0.142000, 1.509463, 16.869061, 3.978845, 0.565000, 2.000000, 3007.000000, 3379.000000, 4776.000000, 1464.000000, 59127.000000, 20783.000000, 0.241221, 0.234793, 0.376909, -0.015081, -0.024840, -0.156198, 6.000000, 264.000000, 481.000000, 596.000000, 198.000000, 6743.000000, 2121.000000, 0.162996, 0.129634, 2.423741, -0.043743, -0.130964, 0.130931, 0.277452, -4.220348, 4.656038, 6.075023, 1.041109, 0.000000, 4.000000, -1.000000, 1.000000, 0.000000, 2.000000
1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 200.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000, 0.000000, -1.000000, 0.000000, 1.000000, 1.000000, 0.000000, 2.000000, 625683.000000, 356236.000000, 677071.000000, 10879.000000, 9920.000000, 1.051000, 1.082131, 24.085108, 0.666032, 0.700000, 6.000000, 30243.000000, 20227.000000, 45002.000000, 109.000000, 147.000000, 0.864000, 1.488014, 13.349951, 0.437499, 0.378000, 8.000000, 15481.000000, 10851.000000, 23368.000000, 2733.000000, 3763.000000, 0.142000, 1.509463, 16.869061, 3.978845, 0.565000, 2.000000, 3007.000000, 3379.000000, 4776.000000, 1464.000000, 59127.000000, 20783.000000, 0.241221, 0.234793, 0.376909, -0.015081, -0.024840, -0.156198, 6.000000, 264.000000, 481.000000, 596.000000, 198.000000, 6743.000000, 2121.000000, 0.162996, 0.129634, 2.423741, -0.043743, -0.130964, 0.130931, 0.277452, -4.220348, 4.656038, 6.075023, 1.041109, 0.000000, 4.000000, -1.000000, 0.000000, 0.000000, 2.000000
